name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
"Suite Bergamasque, L. 75: III. Clair De Lune","Sleep, Volume 2",Various Artists,1LgjqqeUpcACk4a94SiinY,2009-05-26,54,316746,0.428,0.993,0.0108,0.924,0.0812,0.0397,-27.554,0.0425,68.661,1,4,study
"Nocturne No. 2, in E-Flat Major, Op. 9-2","Chopin: The Complete Nocturnes, Vol. 1 (Original Album 1950)",Arthur Rubinstein,4RxStmtrs4JCvkw2Q5SENJ,2012-10-12,40,273053,0.547,0.992,0.0439,0.934,0.138,0.134,-23.277,0.0894,63.911,3,5,study
Suite bergamasque: Suite bergamasque: III. Clair de lune. Andante très expressif,"Debussy: Children's Corner, Suite bergamasque, Images",Claude Debussy,6N7JzrteJv8lsr1GWYyu0b,2007-07-31,65,279160,0.343,0.993,0.0252,0.932,0.0454,0.0395,-27.013,0.0488,67.207,1,5,study
"Piano Sonata No.14 in C Sharp Minor, Op.27 No.2, Adagio sostenuto: Moonlight Sonata: Adagio sostenuto (Mondscheinsonate)",Classic Dreams Vol.2,Various Artists,0QOWCn7pPVT77E9d5ix2ad,1998-07-07,25,358173,0.393,0.995,0.0157,0.93,0.0998,0.186,-28.475,0.0479,74.649,1,1,study
"Clair de Lune, L. 32",Debussy: Clair De Lune and Other Piano Favourites,Claude Debussy,5u5aVJKjSMJr4zesMPz7bL,1994,70,268000,0.335,0.994,0.00532,0.912,0.0621,0.0397,-31.646,0.0376,65.832,1,4,study
"Deux Arabesques (Two Arabesques), L 66: No. 1",Suite Bergamasque - Impressions,Claude Debussy,4HmoU6Ruk5xY8wl64fPZau,2005-09-15,9,234973,0.313,0.993,0.017,0.883,0.0548,0.0923,-29.271,0.0389,73.054,6,1,study
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","Beethoven: Piano Sonatas, Vol.3",Ludwig van Beethoven,3DNRdudZ2SstnDCVKFdXxG,2007-09-25,70,315426,0.184,0.995,0.00527,0.887,0.173,0.151,-37.264,0.0432,170.612,1,3,study
"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scène (Moderato)",Tchaikovsky: Swan Lake,Pyotr Ilyich Tchaikovsky,2xizRhme7pYeITbH1NLLGt,1976,67,166866,0.109,0.91,0.167,0.92,0.109,0.0692,-18.669,0.0382,86.554,4,4,study
"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",Liszt: Scherzo and March / 3 Liebestraume / Berceuse,Franz Liszt,6GzMz3s0K1YKwRVI36CgRx,1998-03-05,64,270000,0.343,0.991,0.0342,0.92,0.1,0.0378,-25.591,0.0406,60.228,8,3,study
"Serenade In G Major: Eine Kleine Nachtmusik, K. 525: I. Allegro",Mozart: Night Music,Wolfgang Amadeus Mozart,4GRDiNU8fkizXz4rDX9gS5,2003,54,468133,0.39,0.723,0.0432,0.000303,0.108,0.326,-24.344,0.0506,147.436,6,4,study
"Für Elise, WoO 59",Beethoven Greatest Hits,Ludwig van Beethoven,1QGN2Perfetpju3762mJsk,1991-11-09,0,188466,0.303,0.994,0.108,0.877,0.0805,0.18,-27.433,0.0473,126.931,9,3,study
"Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 13 Waltz of the Flowers",Tchaikovsky: The Nutcracker (Standard Version),Pyotr Ilyich Tchaikovsky,0CJuLeZpCdqrqoCMXWZw8k,2010-10-11,63,415813,0.15,0.944,0.128,0.93,0.0703,0.113,-20.46,0.0459,46.771,2,3,study
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude","Bach: Cello Suites Nos. 1, 5 & 6",Johann Sebastian Bach,17i5jLpzndlQhbS4SrTd0B,1983,71,152280,0.275,0.89,0.157,0.842,0.186,0.304,-18.752,0.0636,73.289,7,4,study
"Rigoletto / Act 3: ""La donna è mobile""",Pavarotti's Greatest Hits,Luciano Pavarotti,5MpayeDmtJwgCpxQOkVBtN,1980-01-01,48,146000,0.366,0.963,0.174,1.11e-05,0.085,0.389,-14.047,0.0384,67.893,6,3,study
Première Gymnopédie,Satie: Avant-dernières pensées (Bonus Track Version),Erik Satie,4jep6dMPP0z7HrN375InoL,2009-01-20,63,204266,0.594,0.995,0.00544,0.952,0.0814,0.314,-35.422,0.07,76.497,7,3,study
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto","Beethoven: Piano Sonatas Nos. 8, 14 and 23",Ludwig van Beethoven,5t0E9V1RiHBflzs71pfGGG,1988-03-07,57,315200,0.205,0.995,0.00644,0.872,0.115,0.147,-38.382,0.0604,163.137,1,3,study
"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",Songs from the Arc of Life,Yo-Yo Ma,0jOnZhF75V68VsBObWx2XO,2015-09-18,71,174266,0.169,0.986,0.0161,0.86,0.0805,0.0573,-31.034,0.0442,128.143,9,3,study
"Peer Gynt Suite No.1, Op.46: 4. In the Hall of the Mountain King",Grieg/Sibelius: Nordic Suites,English Chamber Orchestra,6r4an0sLYZYVnhoNARx0YB,2002-01-01,0,153160,0.324,0.723,0.0553,0.26,0.13,0.094,-20.103,0.0639,79.351,6,3,study
"Chopin: Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",Chopin : Noctures Nos 1 - 11,Frédéric Chopin,2BdCGziEn9nEl59rzUJ3XT,1994-07-01,36,308426,0.426,0.99,0.0222,0.926,0.0948,0.0809,-27.289,0.042,101.163,10,3,study
"Coppélia, Act I: Valse Lente","I don't like classical music, but I really like this!",Various Artists,1CG5u13sjC4tbZiWC89UEr,2008,29,56360,0.219,0.89,0.249,0.938,0.253,0.311,-12.934,0.0422,90.771,3,1,study
Gymnopédie No. 1 in D Major: Lent et douloureux,Romantic Classics,Various Artists,12CJnainuknvbsuhfGxrgO,1993-08-10,15,221440,0.127,0.959,0.103,0.677,0.121,0.0944,-24.019,0.0434,63.355,7,3,study
Appa's Lesson,Life of Pi,Mychael Danna,7qrXq0c20yUuEztYRn6lAU,2012-11-16,32,66973,0.0817,0.977,0.0873,0.951,0.099,0.0583,-23.511,0.0408,171.983,7,5,study
"Peer Gynt, Suite No. 1, Op. 46: Morning",Grieg: Greatest Hits,Edvard Grieg,52gico7koatqP2nnQ0OP3i,1991-11-09,9,226160,0.108,0.958,0.104,0.86,0.102,0.0372,-18.819,0.0392,171.031,4,4,study
Anandi,Life of Pi,Mychael Danna,42ALm6IvwkGH7YZLNhGqg4,2012-11-16,30,55360,0.141,0.983,0.0489,0.537,0.131,0.0398,-27.622,0.0403,90.613,4,4,study
"Ludwig Van Beethoven : Concerto for Piano and Orchestra No. 5 In E, Flat Major, Op. 73: II. Adagio. Emperor","The Young Maurizio Pollini (Beethoven, Stravinsky, Prokofiev: Concertos for Piano)",Maurizio Pollini,4kPllcVogZ90HwBd8nFiMe,2010-10-04,27,468320,0.287,0.983,0.283,0.934,0.0995,0.118,-12.883,0.0293,96.997,11,4,study
Méditation,"No Me Gusta la Clásica, Pero el Adagio Si Me Va !",Various Artists,1YwoG1rww5X3s1oi2Ltwae,2018-05-18,0,247413,0.135,0.807,0.188,0.00579,0.108,0.0656,-19.077,0.045,73.958,2,4,study
"Suite for Violoncello Solo No. 1 in G Major, BWV 1007: I. Prélude","Bach: Suites for Violoncello Nos. 1-3, BWV 1007-1009",Johann Sebastian Bach,5vvdNx1i8mL32zsqnvptgd,1994-01-01,54,136582,0.208,0.985,0.15,0.934,0.119,0.546,-18.262,0.0585,76.5,7,3,study
Nuvole Bianche,Una Mattina,Ludovico Einaudi,3weNRklVDqb4Rr5MhKBR3D,2004-01-01,75,357706,0.191,0.961,0.0582,0.89,0.0941,0.0454,-25.398,0.0578,132.614,8,1,study
Piano Sonata No.28 in A Major Op.101 : IV.Allegro,"Beethoven: Piano Sonatas, Vol. 2: Nos. 23, 26, 28 & 31",Ludwig van Beethoven,6ojA02UzpFw3aBnXcH1Hgb,2002,7,440786,0.423,0.994,0.156,0.918,0.0701,0.43,-17.821,0.0398,120.392,9,4,study
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",Erich Leinsdorf Conducts Beethoven Symphonies Nos. 1-9,Ludwig van Beethoven,4Q2o88WxxTiI4gjr2zmSwU,1967,19,493240,0.343,0.939,0.207,0.895,0.114,0.249,-15.204,0.0416,81.631,0,4,study
"Clair de lune, L 75",100 Minutes of Soft Classical Music,Ilmar Lapinsch,6g0fiCJhLBlhr0jiBWxTR6,2009-07-14,14,261760,0.132,0.972,0.0336,0.958,0.0758,0.0388,-28.734,0.0416,85.901,1,4,study
Ballet of the Little Cafe,Impressions from Paris to Prague,Brian Crain,7s84jOOjyWBWQepG3fiwmD,2015-09-08,48,191918,0.296,0.977,0.131,0.914,0.111,0.335,-18.338,0.0376,150.194,9,3,study
"Ratatouille Main Theme - From ""Ratatouille""/Score",Ratatouille Original Soundtrack (International Version),Various Artists,31s6wdB4mxh5VzBifPv2y0,2007-01-01,39,129056,0.146,0.916,0.115,0.917,0.345,0.0738,-13.435,0.0377,70.018,11,3,study
The King's Speech,The King's Speech OST,Alexandre Desplat,0KOmcJze7qJBybiz1bIBUl,2010-01-01,49,234613,0.268,0.885,0.0228,0.811,0.544,0.062,-29.374,0.0357,110.366,0,4,study
Klass,Klass,Tom Ashbrook,4YKGgZIimpmpWNKcfsaKEq,2020-04-17,54,392791,0.286,0.95,0.193,0.951,0.139,0.0882,-19.867,0.0383,172.841,6,4,study
Future Love - Reimagined by Pêtr Aleksänder instrumental,Clouds In The Mirror (This Is Not A Safe Place reimagined by Pêtr Aleksänder) [Instrumental version],Ride,08ciGXj3HGPuY6jACqds83,2020-05-01,53,183186,0.2,0.0133,0.293,0.498,0.254,0.0417,-18.822,0.0364,149.445,10,4,study
In Cold Light,Human,Vanbur,140jZx69WlaEovptyTYevr,2020-01-17,54,232040,0.18,0.88,0.244,0.918,0.0978,0.0586,-17.797,0.0371,73.16,6,5,study
Like Glass,Like Glass,VOISART,71rfSw8kdWU28fZV3oBNFN,2020-05-05,52,150792,0.201,0.96,0.0729,0.829,0.362,0.0746,-23.906,0.0343,71.807,7,5,study
Aurora,BLOMMA,Jacob Pavek,41VwA66JSS45VlgYtXLfEH,2020-02-28,54,265872,0.121,0.93,0.147,0.939,0.158,0.0366,-16.843,0.0384,74.451,0,5,study
Current,Current,Phoria,05J7mr2kIdHciLOO5ISSia,2020-07-22,54,350974,0.254,0.964,0.117,0.875,0.111,0.0447,-21.35,0.0376,78.533,8,4,study
Blurred - Sven Helbig Rework,Blurred (Sven Helbig Rework),Kiasmos,74xCaDznBiIIktSPbFd31H,2020-12-25,52,284618,0.0855,0.946,0.122,0.945,0.134,0.0372,-18.526,0.0436,85.44,2,4,study
Fairytail,Fairytail,Phoria,05gpQCSjj80MvJtRbAz8Th,2020-09-04,52,170860,0.159,0.911,0.147,0.962,0.238,0.0309,-18.866,0.0448,132.877,5,3,study
The Waiting Room,The Waiting Room,Paul Haslinger,5EzmuUgag56v5C57sjIV1j,2020-08-26,51,161441,0.158,0.928,0.0769,0.929,0.089,0.0391,-22.247,0.0313,72.711,10,4,study
No Step on Wing,Empty,Nils Frahm,2DmIDwMhMA3V0KipI78nM1,2020-03-28,56,286986,0.181,0.931,0.161,0.947,0.134,0.24,-27.538,0.0348,93.444,11,4,study
Woven Song,Woven Song,Ólafur Arnalds,0Fs13LJdctI630wOhPcIO8,2020-09-24,50,190283,0.297,0.992,0.126,0.81,0.134,0.17,-23.791,0.0408,153.564,1,1,study
Lørdag,Lørdag,Søndag Søndag,0Z5pSKgPVk3UFIZnYxajzX,2020-12-11,35,112335,0.166,0.968,0.0084,0.897,0.0817,0.211,-30.962,0.0463,162.564,6,3,study
Wrestling,Personal Effects (Original Motion Picture Soundtrack),Jóhann Jóhannsson,3GHGYVMQcpm5h7xGKpm3y6,2020-05-29,47,168229,0.124,0.939,0.0712,0.789,0.0801,0.0407,-24.035,0.0418,154.206,10,3,study
A Paragon,Pygmalion,John Ozbay,3Yn7N01jpZD5LzIxk9EcSj,2020-05-13,46,371624,0.284,0.967,0.0791,0.904,0.143,0.036,-23.738,0.0315,79.932,8,4,study
Flight From The City - Víkingur Ólafsson Rework,Retrospective II - Rarities,Jóhann Jóhannsson,4eaBCGk2bT1spf1CruumMy,2020-09-18,48,386718,0.297,0.873,0.203,0.939,0.132,0.0672,-26.635,0.0542,111.683,7,4,study
The Garden,Elva,Doug Kaufman,1QwnjxsFzruTTCbuuKQdnH,2020-09-24,49,176062,0.214,0.917,0.243,0.912,0.0657,0.0381,-17.301,0.0319,80.187,6,4,study
Sirius,Henosis,Joep Beving,5hCsZmKCAIjilYkagDsOHf,2019-04-05,46,95302,0.156,0.965,0.138,0.925,0.139,0.0982,-18.612,0.0326,59.862,0,4,study
Don’t Walk Alone,Building Blocks Pt. 2,Neil Cowley,1h91XWq9tdjGGPZLUX0sss,2020-10-02,45,278435,0.448,0.795,0.154,0.878,0.275,0.154,-23.811,0.0405,79.955,10,4,study
Escape - Hania Rani Remix,Escape (Hania Rani Remix),Skalpel,6MpiBJNEoqRTLVapGwvgSc,2020-10-07,49,267330,0.308,0.949,0.361,0.913,0.19,0.0516,-18.788,0.0333,117.0,7,4,study
Flow State Vestida 4,Flow State Vestida 4,Danny Mulhern,5hJrBqOLUnMXNjDlAX67aP,2020-10-16,55,229000,0.366,0.926,0.145,0.483,0.331,0.0749,-24.892,0.0378,94.159,6,5,study
Itasca,Itasca,Elskavon,4rCH64jtPj5dp8jSXAVYWg,2020-10-21,45,166879,0.603,0.979,0.139,0.949,0.185,0.267,-17.859,0.0433,133.037,7,4,study
"Dvergmál (with Steindór Andersen, Hilmar Örn Hilmarsson and María Huld Markan Sigfúsdóttir)",Dvergmál,Sigur Rós,0ziXftS3A7jAVobpKVKwg9,2020-10-23,49,457209,0.452,0.215,0.507,0.905,0.0788,0.56,-13.181,0.0272,130.608,9,4,study
Parallel (feat. Manu Delago),Parallel (feat. Manu Delago),Poppy Ackroyd,1TYyoP8sdXQ039kghXQZuf,2020-11-27,44,231285,0.709,0.946,0.239,0.923,0.0826,0.364,-21.361,0.0427,110.0,0,4,study
Whispers,Whispers,Muriël Bostdorp,7LMhZBVJYRUNsD9GyIiH9A,2020-10-30,43,170539,0.227,0.954,0.0915,0.909,0.102,0.179,-21.119,0.0396,103.031,11,4,study
Pastoral,Pastoral,Christian Löffler,19vWDttuR4ZVBzUfQFsfPS,2020-11-04,60,220630,0.163,0.937,0.191,0.959,0.0961,0.0335,-20.924,0.0365,105.104,10,3,study
Lóa - Bing & Ruth Rework,Absent Minded Reworks,Gabríel Ólafs,3cBQab6CbhO77vgqp5drdA,2020-11-13,36,210272,0.496,0.99,0.221,0.911,0.143,0.322,-23.39,0.04,109.829,3,4,study
Tramlines,Tramlines,Neil Cowley,10BepUUYRLzp0QV2NoEDAB,2020-11-27,56,226669,0.234,0.985,0.0129,0.925,0.105,0.152,-29.399,0.029,68.011,2,4,study
Waves,Waves,Vetle Nærø,3p6PUYuD5JbhR33oukJBzB,2020-12-18,41,276316,0.194,0.976,0.00359,0.936,0.117,0.106,-28.617,0.0375,163.177,6,3,study
Awakening,Substance,Leon den Engelsen,3I1U6Aq0fRFembW4qLKXEi,2020-12-11,32,301000,0.251,0.97,0.0858,0.78,0.0711,0.159,-28.433,0.0384,84.624,4,5,study
The Dive,The Dive,Peter Gregson,01hFM9dS9M6lN4rUvo4A2u,2020-12-25,46,225475,0.152,0.956,0.0542,0.844,0.104,0.153,-23.323,0.0378,90.94,2,4,study
Sadness - Carlos Cipa Rework,Sadness (Carlos Cipa Rework),Masayoshi Fujita,6DLTECZMsEl9En73TNRoEQ,2020-12-25,44,386085,0.158,0.975,0.0356,0.928,0.156,0.0369,-32.22,0.0419,98.614,4,1,study
No Ball Games (Original Motion Picture Soundtrack),No Ball Games (Original Motion Picture Soundtrack),Patrick Jonsson,4HUsC4vT6Aqeql8FKLfnbJ,2020-12-04,37,121000,0.24,0.925,0.229,0.951,0.0626,0.0384,-18.088,0.0337,96.626,0,3,study
My Friend the Forest,Tripping with Nils Frahm,Nils Frahm,6Rkp6fEsvOTR7YxsW5uNyR,2020-12-03,56,368668,0.396,0.994,0.0012,0.944,0.112,0.296,-38.004,0.0671,79.932,3,1,study
She Lives in Golden Sands,She Lives in Golden Sands,Neil Cowley,2bfPtJBxdYPrF8cKeIEUzH,2020-11-20,32,335767,0.436,0.977,0.277,0.899,0.0647,0.404,-18.604,0.0306,142.184,9,4,study
L'etoile,Du Nord,Elskavon,7IvdJ01TBvQHtD5inw52lG,2020-11-20,32,239188,0.22,0.969,0.13,0.856,0.178,0.0384,-23.334,0.0347,87.74,9,4,study
Movement III,Movement III,William Ryan Fritch,5bhyfJwYqZwPln36On0xty,2020-11-13,28,209500,0.168,0.917,0.15,0.938,0.0775,0.103,-21.348,0.0421,75.515,6,5,study
Søndag,Søndag,Søndag Søndag,6grFQLBBBDRgDV8l18S7Zo,2020-11-13,36,193991,0.398,0.965,0.107,0.93,0.0571,0.222,-22.216,0.0327,84.027,4,3,study
Solitude I,Solitude I,Tom Ashbrook,3KcxIhIMJD7jrsrpczNbfU,2020-10-23,51,229877,0.178,0.979,0.0418,0.89,0.109,0.075,-28.243,0.0441,178.259,1,3,study
Blå Berget,Nordhem,Henrik Lindstrand,3fSmUQD1lsm09lvLUwtIoJ,2020-10-23,30,191453,0.444,0.988,0.176,0.901,0.115,0.394,-20.754,0.031,155.978,7,4,study
New Bags For Henry,Manor House,Iskra Strings,5Avf8KrNY4GWqA8xQXdbDa,2020-10-09,30,232320,0.141,0.94,0.278,0.756,0.103,0.033,-14.677,0.0378,168.122,8,5,study
The See Within,The See Within,Echo Collective,6X6asQ7JRczBtPQXtMrzsO,2020-10-21,37,173456,0.306,0.917,0.0632,0.895,0.105,0.0308,-25.363,0.0363,101.071,4,1,study
"Yes, Brick by Brick",Hausmusik,Ceeys,1su4tA0rkmiBvfTiPpwuAU,2020-10-09,33,319600,0.468,0.945,0.0734,0.96,0.11,0.318,-28.038,0.0489,95.986,2,3,study
For You,For You,Matteo de Grandis,3j7siGdElMQwOX1VPCWoW7,2020-10-09,33,201181,0.571,0.96,0.159,0.931,0.104,0.276,-23.467,0.0291,110.023,11,1,study
Final Parade,Mya,Felix Rösch,0GP4AxKX6DvTOuTZI0s1p6,2020-10-09,25,143976,0.0944,0.553,0.00346,0.089,0.112,0.0367,-35.457,0.0569,170.514,7,5,study
October,October,Annelie,0qJkni7fSqPAim9WFO4qUh,2020-10-02,52,177186,0.345,0.979,0.0562,0.911,0.108,0.0503,-24.913,0.0458,86.078,5,4,study
Winter's Fall,Austerlitz,Paul Haslinger,3mFQNmkVxLga6LyX3s8fI0,2020-09-18,32,309702,0.31,0.976,0.0119,0.91,0.085,0.0387,-30.86,0.04,65.125,9,4,study
Think Of Home - Kelly Moran Rework,Reworks I,Gabríel Ólafs,6H8tvKj4JkpYAiDhUaZjd6,2020-09-18,27,218538,0.153,0.785,0.202,0.939,0.0709,0.0388,-18.229,0.033,89.586,5,4,study
So That The City Can Begin To Exist,So That The City Can Begin To Exist,A Winged Victory for the Sullen,4LNHI3ugcaRGEfa4D0zNtM,2021-01-05,46,286961,0.152,0.619,0.0625,0.904,0.0802,0.0355,-23.396,0.0358,85.971,5,3,study
Fredag,Fredag,Søndag Søndag,0maSnp4yKgYgbRfPvNvxud,2020-09-25,43,182759,0.594,0.993,0.018,0.911,0.122,0.167,-29.849,0.0434,126.05,11,3,study
Serenity,Serenity,Simon Folwar,0sys3zb0Gssvi2mQNky4tB,2020-12-03,33,159594,0.143,0.821,0.3,0.859,0.116,0.111,-15.425,0.0433,176.36,8,4,study
Enigma,Enigma,Hugar,4tiKvBdGo2KVVUazCIfWOE,2020-07-17,15,238333,0.2,0.951,0.058,0.94,0.0891,0.0386,-26.123,0.0395,140.137,2,1,study
・--・ --- ・ - - ・-・ ・ ・,・--・ --- ・ - - ・-・ ・ ・,･ ･－･ ･－ ･･･ ･ －･･,0koh0Teu96qurTHhNFDQR3,2020-11-18,34,181881,0.341,0.985,0.0967,0.952,0.114,0.28,-24.924,0.0349,90.697,9,3,study
Refrost,Refrost,Elskavon,05MRIEoiBKTtnTT70KkDdX,2020-11-11,31,228904,0.405,0.794,0.281,0.912,0.474,0.0399,-17.281,0.0366,120.04,9,4,study
Solun,Solun,Neuhaus,08PNlrjeBSn4gpse2bHvMa,2020-11-06,28,368706,0.212,0.982,0.172,0.921,0.12,0.0534,-13.68,0.0331,89.755,9,4,study
Nouveau-Né (Re-Imagined),Nouveau-Né,Phoria,1sk2K7lpkZgAbTRjF07HhK,2020-10-30,38,200862,0.415,0.989,0.0711,0.871,0.0856,0.11,-27.629,0.0355,79.004,11,4,study
Für Alina,Für Alina,Arvo Pärt,4nH8MQv8SEs1zW5BNrSgD0,2020-08-20,40,430384,0.223,0.927,0.0651,0.915,0.179,0.0352,-20.866,0.0409,75.296,11,4,study
Cïrcles,Cïrcles,Jesse Watt,6k32A06rSN0WplU8uRGpwd,2020-10-21,25,394666,0.234,0.83,0.272,0.913,0.0533,0.159,-13.585,0.0308,135.058,0,3,study
Respite,The Time It Takes,Goldmund,4GseyfbqLyCeaUeXOmsCY2,2020-10-16,44,181106,0.106,0.933,0.116,0.931,0.0994,0.0621,-14.665,0.035,58.5,0,4,study
Surges (variation),Surges (variation),Carlos Cipa,7mWOySuZCM1exU4WVdBdDe,2020-10-02,50,320000,0.41,0.993,0.0123,0.9,0.0871,0.0355,-29.161,0.0419,119.505,0,4,study
Deux Pensées,Deux Pensées,Darker In Vine,4jgazYikKO5Xhctuhc0snS,2020-09-08,59,169366,0.137,0.99,0.0704,0.98,0.0998,0.0379,-22.206,0.0429,90.407,10,4,study
Ostuni,Ostuni,Melissa Parmenter,1ulFNOi3U1zjo5SRzV92Sf,2020-09-18,29,260608,0.263,0.98,0.0859,0.894,0.0831,0.114,-18.514,0.0421,102.914,9,4,study
Black Dog,Black Dog,Autonomy,4YBjc5fCZrFzpYYfzKI2Vv,2020-08-20,41,127995,0.406,0.952,0.255,0.852,0.11,0.0808,-13.243,0.0331,77.739,4,4,study
In Horizons,In Horizons,Kristjan Järvi,2ApQP3K4qgCfJNnZGwD8Bt,2020-06-12,32,216514,0.0869,0.958,0.105,0.972,0.111,0.0348,-22.485,0.0386,82.991,6,4,study
And Forever,And Forever,Angus MacRae,0VPeDCfOBec0ww3maU0sYP,2020-07-17,36,197640,0.356,0.984,0.0111,0.975,0.0596,0.0357,-28.478,0.0372,118.036,8,3,study
Søndermarken - Video Edit,Søndermarken (Video Edit),Henrik Lindstrand,2GMSzm2ZRK4aZSVEhd1LM2,2020-05-22,35,250263,0.484,0.982,0.212,0.934,0.13,0.416,-20.878,0.0319,152.0,9,4,study
Akal Ki,Akal Ki,Aukai,3sUtDNoHKdFV4WXShozY22,2020-04-17,44,244000,0.652,0.239,0.515,0.751,0.0991,0.203,-12.034,0.0324,134.969,11,1,study
Ikivirta,Ikivirta,Sarah Palu,2id0bX3z3FkzWLDbb2NRLU,2020-03-12,42,387546,0.617,0.742,0.375,0.513,0.109,0.117,-11.889,0.0319,151.983,5,4,study
90 Miles,90 Miles,MJ Cole,58jTBCpkqF7iALAQZTupaG,2020-03-19,38,223973,0.134,0.771,0.297,0.956,0.0648,0.0981,-14.55,0.0359,169.893,9,4,study
The End (Music For Cars),Notes On A Conditional Form,The 1975,4NGs8bDJyNV1dgnAbUVZS6,2020-05-22,51,150929,0.192,0.445,0.289,0.898,0.0738,0.0616,-11.716,0.0345,96.819,0,3,study
Triptych 1 for Piano,Triptych 1 for Piano,Pêtr Aleksänder,2YAjAXgl0GVtuZ6uDH6aWl,2020-08-21,51,159000,0.287,0.986,0.161,0.911,0.118,0.39,-24.411,0.037,132.745,5,4,study
Leicester,Leicester,Lambert,3xNGLXWGtyFsDREQJqhV8s,2020-04-10,46,275666,0.473,0.994,0.108,0.932,0.118,0.749,-24.519,0.0421,137.057,5,4,study
Chasing the Present,Chasing the Present,Snorri Hallgrímsson,0XJq2OGUGCNXq3FfAFL4dw,2020-02-21,41,182836,0.178,0.983,0.063,0.954,0.0845,0.0396,-27.571,0.0347,207.811,5,4,study
All the Way Round - Edit,All the Way Round,Kelpe,68Cz5sfSKx1ugwoxJzLIHh,2020-01-01,44,270024,0.252,0.911,0.147,0.949,0.103,0.0317,-19.74,0.0365,108.025,2,4,study
Into the Fire,Into the Fire (Original Motion Picture Soundtrack),Patrick Jonsson,0TeV9D5NtoAjITBs80oMVg,2020-06-12,42,244000,0.371,0.906,0.235,0.943,0.11,0.0381,-17.785,0.0384,128.069,6,3,study
Earnest Leslye,Earnest Leslye,Peter Broderick,0jvRgeODIdcvsr1X9AeKSD,2020-07-17,42,229000,0.266,0.975,0.0667,0.918,0.0996,0.0391,-20.758,0.0399,126.037,2,4,study
Walkabout,Alchemy,Chelsea McGough,3TQL7o8aYGnbaP418nKZ8S,2020-02-07,42,251244,0.508,0.562,0.251,0.79,0.11,0.122,-10.493,0.0286,120.023,7,4,study
Hallonlandet,Hallonlandet,Henrik Lindstrand,4bBQM9OuT0oJh18mgaK3h0,2020-07-31,27,194059,0.468,0.95,0.0835,0.902,0.108,0.142,-25.131,0.0411,102.34,2,4,study
For Now I Am Winter - Nils Frahm Rework,For Now I Am Winter (Nils Frahm Rework),Ólafur Arnalds,6XfYMFnnwPZasthiS7ph3g,2020-05-01,50,250312,0.233,0.929,0.173,0.892,0.0981,0.165,-28.833,0.0444,62.589,2,4,study
Love,Mirage,Ben Lukas Boysen,4Tni0eZOEBwZ7Dd1Q4izKL,2020-05-01,48,378117,0.537,0.96,0.376,0.907,0.0607,0.234,-14.131,0.0318,160.002,2,4,study
"Het Gruuthuse-Handschrift II. 108: Orlof, Vrauwe, Ende Ic Moet Gaen",Bells,Anthony Romaniuk,1bbxQn4aqgFxIaACB8h1as,2020-08-28,21,151982,0.256,0.995,0.001,0.947,0.0848,0.207,-34.468,0.0466,71.747,7,5,study
Remembering,Remembering,Ever So Blue,15BXZpDEzGSoKRdqvEieXQ,2020-10-16,70,121423,0.295,0.99,0.0693,0.909,0.105,0.262,-25.177,0.0357,118.817,4,3,study
Rites of Passage,Rites of Passage,Chris Donner,3m9k6Jc0EvtZEQLUfYd0e9,2020-08-07,63,191000,0.221,0.993,0.0557,0.929,0.095,0.176,-31.648,0.0497,159.687,2,4,study
Things Unsaid,Walking Home,Marcos Betancourt,1HDwUXmzoVXyBV8onqUyUv,2020-11-05,62,161000,0.298,0.991,0.0149,0.959,0.116,0.0962,-25.836,0.0411,70.387,10,4,study
Gouttes,Gouttes,Guilliaume Om,6FEpVWSgpAadjPVuKNwCcx,2020-11-23,64,194250,0.222,0.991,0.0326,0.907,0.106,0.136,-26.193,0.0371,156.849,3,1,study
silbermond,Sunflower Field,Flavia Cortez,1sWI71ajS4mERuwG2k5vvD,2020-11-11,64,169578,0.112,0.995,0.0137,0.903,0.105,0.126,-28.804,0.0449,63.495,6,4,study
Waiting,Waiting,Damien Jeunet,6bt1Qb3CCzQkXkXu3FzEeX,2020-09-28,71,164100,0.451,0.983,0.11,0.928,0.106,0.246,-29.814,0.0344,98.961,9,4,study
Pointed Leaves,Four Waltz,Bryan Zingerman,31u3s9hi7vrqm40Kh49j32,2020-10-16,64,166066,0.419,0.994,0.0373,0.898,0.112,0.125,-21.704,0.0565,115.763,0,3,study
Your Love,Your Love,William Cas,000tG7ZCNMDFLzIxobVSUZ,2020-10-30,64,160090,0.431,0.994,0.0486,0.906,0.107,0.345,-23.585,0.0334,156.648,6,3,study
